,id,label,age,treatment,raw_time,timeFMT,timeDSS,FMT,DSS,donor_age,donor2acceptor,label_id,timeBF,timeBO,BF,BO,CHÊ±¼ä,cohousing,primry_order,cage,Alias,Alias2
sample1356,1356,FMT-YY-D28-S2-1,2,2,28,28,NA,1,NA,2,YY,S2,NA,NA,NA,NA,NA,NA,211,S,FMT-M,
sample1357,1357,FMT-YY-D28-S3-1,2,2,28,28,NA,1,NA,2,YY,S3,NA,NA,NA,NA,NA,NA,212,S,FMT-M,
sample1358,1358,FMT-YY-D28-S4-1,2,2,28,28,NA,1,NA,2,YY,S4,NA,NA,NA,NA,NA,NA,213,S,FMT-M,
sample1359,1359,FMT-YY-D28-S5-1,2,2,28,28,NA,1,NA,2,YY,S5,NA,NA,NA,NA,NA,NA,214,S,FMT-M,
sample1360,1360,FMT-YO-D28-G1-1,18,2,28,28,NA,1,NA,2,YO,G1,NA,NA,NA,NA,NA,NA,215,G,FMT-UM,
sample1361,1361,FMT-YO-D28-G2-1,18,2,28,28,NA,1,NA,2,YO,G2,NA,NA,NA,NA,NA,NA,216,G,FMT-UM,
sample1362,1362,FMT-YO-D28-G3-1,18,2,28,28,NA,1,NA,2,YO,G3,NA,NA,NA,NA,NA,NA,217,G,FMT-UM,
sample1363,1363,FMT-YO-D28-G4-1,18,2,28,28,NA,1,NA,2,YO,G4,NA,NA,NA,NA,NA,NA,218,G,FMT-UM,
sample1364,1364,FMT-YO-D28-G5-1,18,2,28,28,NA,1,NA,2,YO,G5,NA,NA,NA,NA,NA,NA,219,G,FMT-UM,
sample1365,1365,FMT-OY-D28-W1-1,2,2,28,28,NA,1,NA,18,OY,W1,NA,NA,NA,NA,NA,NA,220,W,FMT-UM,
sample1366,1366,FMT-OY-D28-W2-1,2,2,28,28,NA,1,NA,18,OY,W2,NA,NA,NA,NA,NA,NA,221,W,FMT-UM,
sample1367,1367,FMT-OY-D28-W3-1,2,2,28,28,NA,1,NA,18,OY,W3,NA,NA,NA,NA,NA,NA,222,W,FMT-UM,
sample1368,1368,FMT-OY-D28-W4-1,2,2,28,28,NA,1,NA,18,OY,W4,NA,NA,NA,NA,NA,NA,223,W,FMT-UM,
sample1369,1369,FMT-OY-D28-W5-1,2,2,28,28,NA,1,NA,18,OY,W5,NA,NA,NA,NA,NA,NA,224,W,FMT-UM,
sample1370,1370,FMT-OO-D28-J1-1,18,2,28,28,NA,1,NA,18,OO,J1,NA,NA,NA,NA,NA,NA,225,J,FMT-M,
sample1371,1371,FMT-OO-D28-J3-1,18,2,28,28,NA,1,NA,18,OO,J3,NA,NA,NA,NA,NA,NA,226,J,FMT-M,
sample1372,1372,FMT-OO-D28-J4-1,18,2,28,28,NA,1,NA,18,OO,J4,NA,NA,NA,NA,NA,NA,227,J,FMT-M,
sample1373,1373,FMT-OO-D28-J5-1,18,2,28,28,NA,1,NA,18,OO,J5,NA,NA,NA,NA,NA,NA,228,J,FMT-M,
sample1378,1378,U1,2,2,29,NA,4,1,1,2,YY,U1,NA,NA,NA,NA,NA,NA,NA,U,FMT-M-DSS,
sample1379,1379,U2,2,2,29,NA,4,1,1,2,YY,U2,NA,NA,NA,NA,NA,NA,NA,U,FMT-M-DSS,
sample1380,1380,U3,2,2,29,NA,4,1,1,2,YY,U3,NA,NA,NA,NA,NA,NA,NA,U,FMT-M-DSS,
sample1381,1381,U4,2,2,29,NA,4,1,1,2,YY,U4,NA,NA,NA,NA,NA,NA,NA,U,FMT-M-DSS,
sample1382,1382,U5,2,2,29,NA,4,1,1,2,YY,U5,NA,NA,NA,NA,NA,NA,NA,U,FMT-M-DSS,
sample1383,1383,H1,18,2,29,NA,4,1,1,2,YO,H1,NA,NA,NA,NA,NA,NA,NA,H,FMT-UM-DSS,
sample1384,1384,H2,18,2,29,NA,4,1,1,2,YO,H2,NA,NA,NA,NA,NA,NA,NA,H,FMT-UM-DSS,
sample1385,1385,H3,18,2,29,NA,4,1,1,2,YO,H3,NA,NA,NA,NA,NA,NA,NA,H,FMT-UM-DSS,
sample1386,1386,H4,18,2,29,NA,4,1,1,2,YO,H4,NA,NA,NA,NA,NA,NA,NA,H,FMT-UM-DSS,
sample1387,1387,H5,18,2,29,NA,4,1,1,2,YO,H5,NA,NA,NA,NA,NA,NA,NA,H,FMT-UM-DSS,
sample1393,1393,V1,2,2,29,NA,4,1,1,18,OY,V1,NA,NA,NA,NA,NA,NA,NA,V,FMT-UM-DSS,
sample1394,1394,V2,2,2,29,NA,4,1,1,18,OY,V2,NA,NA,NA,NA,NA,NA,NA,V,FMT-UM-DSS,
sample1395,1395,V3,2,2,29,NA,4,1,1,18,OY,V3,NA,NA,NA,NA,NA,NA,NA,V,FMT-UM-DSS,
sample1396,1396,V4,2,2,29,NA,4,1,1,18,OY,V4,NA,NA,NA,NA,NA,NA,NA,V,FMT-UM-DSS,
sample1397,1397,V5,2,2,29,NA,4,1,1,18,OY,V5,NA,NA,NA,NA,NA,NA,NA,V,FMT-UM-DSS,
sample1404,1404,K2,18,2,29,NA,4,1,1,18,OO,K2,NA,NA,NA,NA,NA,NA,NA,K,FMT-M-DSS,
sample1405,1405,K3,18,2,29,NA,4,1,1,18,OO,K3,NA,NA,NA,NA,NA,NA,NA,K,FMT-M-DSS,
sample1406,1406,K4,18,2,29,NA,4,1,1,18,OO,K4,NA,NA,NA,NA,NA,NA,NA,K,FMT-M-DSS,
sample1407,1407,K5,18,2,29,NA,4,1,1,18,OO,K5,NA,NA,NA,NA,NA,NA,NA,K,FMT-M-DSS,
sample1443,1443,U1,2,2,32,NA,7,1,1,2,YY,U1,NA,NA,NA,NA,NA,NA,NA,U,FMT-M-DSS,
sample1444,1444,U2,2,2,32,NA,7,1,1,2,YY,U2,NA,NA,NA,NA,NA,NA,NA,U,FMT-M-DSS,
sample1445,1445,U3,2,2,32,NA,7,1,1,2,YY,U3,NA,NA,NA,NA,NA,NA,NA,U,FMT-M-DSS,
sample1446,1446,U4,2,2,32,NA,7,1,1,2,YY,U4,NA,NA,NA,NA,NA,NA,NA,U,FMT-M-DSS,
sample1447,1447,U5,2,2,32,NA,7,1,1,2,YY,U5,NA,NA,NA,NA,NA,NA,NA,U,FMT-M-DSS,
sample1448,1448,H1,18,2,32,NA,7,1,1,2,YO,H1,NA,NA,NA,NA,NA,NA,NA,H,FMT-UM-DSS,
sample1449,1449,H2,18,2,32,NA,7,1,1,2,YO,H2,NA,NA,NA,NA,NA,NA,NA,H,FMT-UM-DSS,
sample1450,1450,H3,18,2,32,NA,7,1,1,2,YO,H3,NA,NA,NA,NA,NA,NA,NA,H,FMT-UM-DSS,
sample1451,1451,H4,18,2,32,NA,7,1,1,2,YO,H4,NA,NA,NA,NA,NA,NA,NA,H,FMT-UM-DSS,
sample1452,1452,H5,18,2,32,NA,7,1,1,2,YO,H5,NA,NA,NA,NA,NA,NA,NA,H,FMT-UM-DSS,
sample1459,1459,V2,2,2,32,NA,7,1,1,18,OY,V2,NA,NA,NA,NA,NA,NA,NA,V,FMT-UM-DSS,
sample1460,1460,V3,2,2,32,NA,7,1,1,18,OY,V3,NA,NA,NA,NA,NA,NA,NA,V,FMT-UM-DSS,
sample1461,1461,V4,2,2,32,NA,7,1,1,18,OY,V4,NA,NA,NA,NA,NA,NA,NA,V,FMT-UM-DSS,
sample1462,1462,V5,2,2,32,NA,7,1,1,18,OY,V5,NA,NA,NA,NA,NA,NA,NA,V,FMT-UM-DSS,
sample1469,1469,K2,18,2,32,NA,7,1,1,18,OO,K2,NA,NA,NA,NA,NA,NA,NA,K,FMT-M-DSS,
sample1470,1470,K3,18,2,32,NA,7,1,1,18,OO,K3,NA,NA,NA,NA,NA,NA,NA,K,FMT-M-DSS,
sample1471,1471,K4,18,2,32,NA,7,1,1,18,OO,K4,NA,NA,NA,NA,NA,NA,NA,K,FMT-M-DSS,
sample1472,1472,K5,18,2,32,NA,7,1,1,18,OO,K5,NA,NA,NA,NA,NA,NA,NA,K,FMT-M-DSS,
sample1517,1517,FMT-YY-D35-S1-1,2,2,35,35,NA,1,NA,2,YY,S1,NA,NA,NA,NA,NA,NA,249,S,FMT-M,
sample1518,1518,FMT-YY-D35-S2-1,2,2,35,35,NA,1,NA,2,YY,S2,NA,NA,NA,NA,NA,NA,250,S,FMT-M,
sample1519,1519,FMT-YY-D35-S3-1,2,2,35,35,NA,1,NA,2,YY,S3,NA,NA,NA,NA,NA,NA,251,S,FMT-M,
sample1227,1227,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1228,1228,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1229,1229,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1230,1230,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1232,1232,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1233,1233,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1235,1235,18-D35-F1-1,18,2,35,35,35,0,NA,NA,O2,F1,35,NA,1,NA,NA,NA,200,F,ABH,SR
sample1236,1236,18-D35-F2-1,18,2,35,35,35,0,NA,NA,O2,F2,35,NA,1,NA,NA,NA,201,F,ABH,SR
sample1237,1237,18-D35-F3-1,18,2,35,35,35,0,NA,NA,O2,F3,35,NA,1,NA,NA,NA,202,F,ABH,SR
sample1238,1238,18-D35-F4-1,18,2,35,35,35,0,NA,NA,O2,F4,35,NA,1,NA,NA,NA,203,F,ABH,SR
sample1239,1239,18-D35-F5-1,18,2,35,35,35,0,NA,NA,O2,F5,35,NA,1,NA,NA,NA,204,F,ABH,SR
sample1248,1248,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1249,1249,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1250,1250,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1251,1251,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1253,1253,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1254,1254,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1520,1520,FMT-YY-D35-S4-1,2,2,35,35,NA,1,NA,2,YY,S4,NA,NA,NA,NA,NA,NA,252,S,FMT-M,
sample1521,1521,FMT-YY-D35-S5-1,2,2,35,35,NA,1,NA,2,YY,S5,NA,NA,NA,NA,NA,NA,253,S,FMT-M,
sample1526,1526,FMT-YO-D35-G1-1,18,2,35,35,NA,1,NA,2,YO,G1,NA,NA,NA,NA,NA,NA,254,G,FMT-UM,
sample1527,1527,FMT-YO-D35-G2-1,18,2,35,35,NA,1,NA,2,YO,G2,NA,NA,NA,NA,NA,NA,255,G,FMT-UM,
sample1528,1528,FMT-YO-D35-G3-1,18,2,35,35,NA,1,NA,2,YO,G3,NA,NA,NA,NA,NA,NA,256,G,FMT-UM,
sample1529,1529,FMT-YO-D35-G4-1,18,2,35,35,NA,1,NA,2,YO,G4,NA,NA,NA,NA,NA,NA,257,G,FMT-UM,
sample1530,1530,FMT-YO-D35-G5-1,18,2,35,35,NA,1,NA,2,YO,G5,NA,NA,NA,NA,NA,NA,258,G,FMT-UM,
sample1536,1536,FMT-OY-D35-W1-1,2,2,35,35,NA,1,NA,18,OY,W1,NA,NA,NA,NA,NA,NA,259,W,FMT-UM,
sample1537,1537,FMT-OY-D35-W2-1,2,2,35,35,NA,1,NA,18,OY,W2,NA,NA,NA,NA,NA,NA,260,W,FMT-UM,
sample1538,1538,FMT-OY-D35-W3-1,2,2,35,35,NA,1,NA,18,OY,W3,NA,NA,NA,NA,NA,NA,261,W,FMT-UM,
sample1539,1539,FMT-OY-D35-W4-1,2,2,35,35,NA,1,NA,18,OY,W4,NA,NA,NA,NA,NA,NA,262,W,FMT-UM,
sample1540,1540,FMT-OY-D35-W5-1,2,2,35,35,NA,1,NA,18,OY,W5,NA,NA,NA,NA,NA,NA,263,W,FMT-UM,
sample1545,1545,FMT-OO-D35-J1-1,18,2,35,35,NA,1,NA,18,OO,J1,NA,NA,NA,NA,NA,NA,264,J,FMT-M,
sample1546,1546,FMT-OO-D35-J3-1,18,2,35,35,NA,1,NA,18,OO,J3,NA,NA,NA,NA,NA,NA,265,J,FMT-M,
sample1547,1547,FMT-OO-D35-J4-1,18,2,35,35,NA,1,NA,18,OO,J4,NA,NA,NA,NA,NA,NA,266,J,FMT-M,
sample1548,1548,FMT-OO-D35-J5-1,18,2,35,35,NA,1,NA,18,OO,J5,NA,NA,NA,NA,NA,NA,267,J,FMT-M,
sample1608,1608,U1,2,2,36,NA,11,1,1,2,YY,U1,NA,NA,NA,NA,NA,NA,NA,U,FMT-M-DSS,
sample1609,1609,U2,2,2,36,NA,11,1,1,2,YY,U2,NA,NA,NA,NA,NA,NA,NA,U,FMT-M-DSS,
sample1610,1610,U3,2,2,36,NA,11,1,1,2,YY,U3,NA,NA,NA,NA,NA,NA,NA,U,FMT-M-DSS,
sample1611,1611,U4,2,2,36,NA,11,1,1,2,YY,U4,NA,NA,NA,NA,NA,NA,NA,U,FMT-M-DSS,
sample1612,1612,U5,2,2,36,NA,11,1,1,2,YY,U5,NA,NA,NA,NA,NA,NA,NA,U,FMT-M-DSS,
sample1613,1613,H1,18,2,36,NA,11,1,1,2,YO,H1,NA,NA,NA,NA,NA,NA,NA,H,FMT-UM-DSS,
sample1614,1614,H2,18,2,36,NA,11,1,1,2,YO,H2,NA,NA,NA,NA,NA,NA,NA,H,FMT-UM-DSS,
sample1615,1615,H3,18,2,36,NA,11,1,1,2,YO,H3,NA,NA,NA,NA,NA,NA,NA,H,FMT-UM-DSS,
sample1616,1616,H4,18,2,36,NA,11,1,1,2,YO,H4,NA,NA,NA,NA,NA,NA,NA,H,FMT-UM-DSS,
sample1617,1617,H5,18,2,36,NA,11,1,1,2,YO,H5,NA,NA,NA,NA,NA,NA,NA,H,FMT-UM-DSS,
sample1618,1618,V1,2,2,36,NA,11,1,1,18,OY,V1,NA,NA,NA,NA,NA,NA,NA,V,FMT-UM-DSS,
sample1619,1619,V2,2,2,36,NA,11,1,1,18,OY,V2,NA,NA,NA,NA,NA,NA,NA,V,FMT-UM-DSS,
sample1620,1620,V3,2,2,36,NA,11,1,1,18,OY,V3,NA,NA,NA,NA,NA,NA,NA,V,FMT-UM-DSS,
sample1621,1621,V4,2,2,36,NA,11,1,1,18,OY,V4,NA,NA,NA,NA,NA,NA,NA,V,FMT-UM-DSS,
sample1622,1622,V5,2,2,36,NA,11,1,1,18,OY,V5,NA,NA,NA,NA,NA,NA,NA,V,FMT-UM-DSS,
sample1624,1624,K2,18,2,36,NA,11,1,1,18,OO,K2,NA,NA,NA,NA,NA,NA,NA,K,FMT-M-DSS,
sample1625,1625,K3,18,2,36,NA,11,1,1,18,OO,K3,NA,NA,NA,NA,NA,NA,NA,K,FMT-M-DSS,
sample1626,1626,K4,18,2,36,NA,11,1,1,18,OO,K4,NA,NA,NA,NA,NA,NA,NA,K,FMT-M-DSS,
sample1627,1627,K5,18,2,36,NA,11,1,1,18,OO,K5,NA,NA,NA,NA,NA,NA,NA,K,FMT-M-DSS,
sample1645,1645,U1,2,2,39,NA,14,1,1,2,YY,U1,NA,NA,NA,NA,NA,NA,NA,U,FMT-M-DSS,
sample1646,1646,U2,2,2,39,NA,14,1,1,2,YY,U2,NA,NA,NA,NA,NA,NA,NA,U,FMT-M-DSS,
sample1647,1647,U3,2,2,39,NA,14,1,1,2,YY,U3,NA,NA,NA,NA,NA,NA,NA,U,FMT-M-DSS,
sample1342,1342,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1343,1343,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1344,1344,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1345,1345,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1347,1347,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1348,1348,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1350,1350,18-D56-B1-1,18,0,56,35,35,0,NA,NA,O0,B1,35,NA,1,NA,NA,NA,205,B,Ctrl,
sample1351,1351,18-D56-B2-1,18,0,56,35,35,0,NA,NA,O0,B2,35,NA,1,NA,NA,NA,206,B,Ctrl,
sample1352,1352,18-D56-B3-1,18,0,56,35,35,0,NA,NA,O0,B3,35,NA,1,NA,NA,NA,207,B,Ctrl,
sample1353,1353,18-D56-B4-1,18,0,56,35,35,0,NA,NA,O0,B4,35,NA,1,NA,NA,NA,208,B,Ctrl,
sample1354,1354,18-D56-B5-1,18,0,56,35,35,0,NA,NA,O0,B5,35,NA,1,NA,NA,NA,209,B,Ctrl,
sample1648,1648,U4,2,2,39,NA,14,1,1,2,YY,U4,NA,NA,NA,NA,NA,NA,NA,U,FMT-M-DSS,
sample1649,1649,U5,2,2,39,NA,14,1,1,2,YY,U5,NA,NA,NA,NA,NA,NA,NA,U,FMT-M-DSS,
sample1650,1650,H1,18,2,39,NA,14,1,1,2,YO,H1,NA,NA,NA,NA,NA,NA,NA,H,FMT-UM-DSS,
sample1651,1651,H2,18,2,39,NA,14,1,1,2,YO,H2,NA,NA,NA,NA,NA,NA,NA,H,FMT-UM-DSS,
sample1652,1652,H3,18,2,39,NA,14,1,1,2,YO,H3,NA,NA,NA,NA,NA,NA,NA,H,FMT-UM-DSS,
sample1653,1653,H4,18,2,39,NA,14,1,1,2,YO,H4,NA,NA,NA,NA,NA,NA,NA,H,FMT-UM-DSS,
sample1654,1654,H5,18,2,39,NA,14,1,1,2,YO,H5,NA,NA,NA,NA,NA,NA,NA,H,FMT-UM-DSS,
sample1655,1655,V1,2,2,39,NA,14,1,1,18,OY,V1,NA,NA,NA,NA,NA,NA,NA,V,FMT-UM-DSS,
sample1656,1656,V2,2,2,39,NA,14,1,1,18,OY,V2,NA,NA,NA,NA,NA,NA,NA,V,FMT-UM-DSS,
sample1657,1657,V3,2,2,39,NA,14,1,1,18,OY,V3,NA,NA,NA,NA,NA,NA,NA,V,FMT-UM-DSS,
sample1658,1658,V4,2,2,39,NA,14,1,1,18,OY,V4,NA,NA,NA,NA,NA,NA,NA,V,FMT-UM-DSS,
sample1659,1659,V5,2,2,39,NA,14,1,1,18,OY,V5,NA,NA,NA,NA,NA,NA,NA,V,FMT-UM-DSS,
sample1661,1661,K2,18,2,39,NA,14,1,1,18,OO,K2,NA,NA,NA,NA,NA,NA,NA,K,FMT-M-DSS,
sample1662,1662,K3,18,2,39,NA,14,1,1,18,OO,K3,NA,NA,NA,NA,NA,NA,NA,K,FMT-M-DSS,
sample1663,1663,K4,18,2,39,NA,14,1,1,18,OO,K4,NA,NA,NA,NA,NA,NA,NA,K,FMT-M-DSS,
sample1664,1664,K5,18,2,39,NA,14,1,1,18,OO,K5,NA,NA,NA,NA,NA,NA,NA,K,FMT-M-DSS,
sample1675,1675,FMT-YY-D42-S1-1,2,2,42,42,NA,1,NA,2,YY,S1,NA,NA,NA,NA,NA,NA,297,S,FMT-M,
sample1676,1676,FMT-YY-D42-S2-1,2,2,42,42,NA,1,NA,2,YY,S2,NA,NA,NA,NA,NA,NA,298,S,FMT-M,
sample1677,1677,FMT-YY-D42-S3-1,2,2,42,42,NA,1,NA,2,YY,S3,NA,NA,NA,NA,NA,NA,299,S,FMT-M,
sample1678,1678,FMT-YY-D42-S4-1,2,2,42,42,NA,1,NA,2,YY,S4,NA,NA,NA,NA,NA,NA,300,S,FMT-M,
sample1679,1679,FMT-YY-D42-S5-1,2,2,42,42,NA,1,NA,2,YY,S5,NA,NA,NA,NA,NA,NA,301,S,FMT-M,
sample1680,1680,FMT-YO-D42-G1-1,18,2,42,42,NA,1,NA,2,YO,G1,NA,NA,NA,NA,NA,NA,302,G,FMT-UM,
sample1681,1681,FMT-YO-D42-G2-1,18,2,42,42,NA,1,NA,2,YO,G2,NA,NA,NA,NA,NA,NA,303,G,FMT-UM,
sample1682,1682,FMT-YO-D42-G3-1,18,2,42,42,NA,1,NA,2,YO,G3,NA,NA,NA,NA,NA,NA,304,G,FMT-UM,
sample1683,1683,FMT-YO-D42-G4-1,18,2,42,42,NA,1,NA,2,YO,G4,NA,NA,NA,NA,NA,NA,305,G,FMT-UM,
sample1684,1684,FMT-YO-D42-G5-1,18,2,42,42,NA,1,NA,2,YO,G5,NA,NA,NA,NA,NA,NA,306,G,FMT-UM,
sample1685,1685,FMT-OY-D42-W1-1,2,2,42,42,NA,1,NA,18,OY,W1,NA,NA,NA,NA,NA,NA,307,W,FMT-UM,
sample1686,1686,FMT-OY-D42-W2-1,2,2,42,42,NA,1,NA,18,OY,W2,NA,NA,NA,NA,NA,NA,308,W,FMT-UM,
sample1687,1687,FMT-OY-D42-W3-1,2,2,42,42,NA,1,NA,18,OY,W3,NA,NA,NA,NA,NA,NA,309,W,FMT-UM,
sample1688,1688,FMT-OY-D42-W4-1,2,2,42,42,NA,1,NA,18,OY,W4,NA,NA,NA,NA,NA,NA,310,W,FMT-UM,
sample1689,1689,FMT-OY-D42-W5-1,2,2,42,42,NA,1,NA,18,OY,W5,NA,NA,NA,NA,NA,NA,311,W,FMT-UM,
sample1690,1690,FMT-OO-D42-J1-1,18,2,42,42,NA,1,NA,18,OO,J1,NA,NA,NA,NA,NA,NA,312,J,FMT-M,
sample1691,1691,FMT-OO-D42-J3-1,18,2,42,42,NA,1,NA,18,OO,J3,NA,NA,NA,NA,NA,NA,313,J,FMT-M,
sample1692,1692,FMT-OO-D42-J4-1,18,2,42,42,NA,1,NA,18,OO,J4,NA,NA,NA,NA,NA,NA,314,J,FMT-M,
sample1693,1693,FMT-OO-D42-J5-1,18,2,42,42,NA,1,NA,18,OO,J5,NA,NA,NA,NA,NA,NA,315,J,FMT-M,
sample1710,1710,H1,18,2,46,NA,21,1,1,2,YO,H1,NA,NA,NA,NA,NA,NA,NA,H,FMT-UM-DSS,
sample1711,1711,H2,18,2,46,NA,21,1,1,2,YO,H2,NA,NA,NA,NA,NA,NA,NA,H,FMT-UM-DSS,
sample1712,1712,H3,18,2,46,NA,21,1,1,2,YO,H3,NA,NA,NA,NA,NA,NA,NA,H,FMT-UM-DSS,
sample1421,1421,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1422,1422,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1423,1423,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1424,1424,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1426,1426,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1427,1427,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1434,1434,18-D42-F1-1,18,2,42,42,42,0,NA,NA,O2,F1,42,NA,1,NA,NA,NA,229,F,ABH,SR
sample1435,1435,18-D42-F2-1,18,2,42,42,42,0,NA,NA,O2,F2,42,NA,1,NA,NA,NA,230,F,ABH,SR
sample1436,1436,18-D42-F3-1,18,2,42,42,42,0,NA,NA,O2,F3,42,NA,1,NA,NA,NA,231,F,ABH,SR
sample1437,1437,18-D42-F4-1,18,2,42,42,42,0,NA,NA,O2,F4,42,NA,1,NA,NA,NA,232,F,ABH,SR
sample1438,1438,18-D42-F5-1,18,2,42,42,42,0,NA,NA,O2,F5,42,NA,1,NA,NA,NA,233,F,ABH,SR
sample1713,1713,H4,18,2,46,NA,21,1,1,2,YO,H4,NA,NA,NA,NA,NA,NA,NA,H,FMT-UM-DSS,
sample1714,1714,H5,18,2,46,NA,21,1,1,2,YO,H5,NA,NA,NA,NA,NA,NA,NA,H,FMT-UM-DSS,
sample1721,1721,K2,18,2,46,NA,21,1,1,18,OO,K2,NA,NA,NA,NA,NA,NA,NA,K,FMT-M-DSS,
sample1722,1722,K3,18,2,46,NA,21,1,1,18,OO,K3,NA,NA,NA,NA,NA,NA,NA,K,FMT-M-DSS,
sample1723,1723,K4,18,2,46,NA,21,1,1,18,OO,K4,NA,NA,NA,NA,NA,NA,NA,K,FMT-M-DSS,
sample1724,1724,K5,18,2,46,NA,21,1,1,18,OO,K5,NA,NA,NA,NA,NA,NA,NA,K,FMT-M-DSS,
sample1735,1735,FMT-YY-D49-S1-1,2,2,49,49,NA,1,NA,2,YY,S1,NA,NA,NA,NA,NA,NA,331,S,FMT-M,
sample1736,1736,FMT-YY-D49-S2-1,2,2,49,49,NA,1,NA,2,YY,S2,NA,NA,NA,NA,NA,NA,332,S,FMT-M,
sample1737,1737,FMT-YY-D49-S3-1,2,2,49,49,NA,1,NA,2,YY,S3,NA,NA,NA,NA,NA,NA,333,S,FMT-M,
sample1738,1738,FMT-YY-D49-S4-1,2,2,49,49,NA,1,NA,2,YY,S4,NA,NA,NA,NA,NA,NA,334,S,FMT-M,
sample1458,1458,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1739,1739,FMT-YY-D49-S5-1,2,2,49,49,NA,1,NA,2,YY,S5,NA,NA,NA,NA,NA,NA,335,S,FMT-M,
sample1740,1740,FMT-YO-D49-G1-1,18,2,49,49,NA,1,NA,2,YO,G1,NA,NA,NA,NA,NA,NA,336,G,FMT-UM,
sample1741,1741,FMT-YO-D49-G2-1,18,2,49,49,NA,1,NA,2,YO,G2,NA,NA,NA,NA,NA,NA,337,G,FMT-UM,
sample1742,1742,FMT-YO-D49-G3-1,18,2,49,49,NA,1,NA,2,YO,G3,NA,NA,NA,NA,NA,NA,338,G,FMT-UM,
sample1743,1743,FMT-YO-D49-G4-1,18,2,49,49,NA,1,NA,2,YO,G4,NA,NA,NA,NA,NA,NA,339,G,FMT-UM,
sample1744,1744,FMT-YO-D49-G5-1,18,2,49,49,NA,1,NA,2,YO,G5,NA,NA,NA,NA,NA,NA,340,G,FMT-UM,
sample1745,1745,FMT-OY-D49-W1-1,2,2,49,49,NA,1,NA,18,OY,W1,NA,NA,NA,NA,NA,NA,341,W,FMT-UM,
sample1746,1746,FMT-OY-D49-W2-1,2,2,49,49,NA,1,NA,18,OY,W2,NA,NA,NA,NA,NA,NA,342,W,FMT-UM,
sample1485,1485,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1486,1486,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
